"country","outcome","cluster","Admin1","Admin2","lat","lon","urban","date_med","month_med","n_raw","n_raw_cont","n_kish","n_eff","n_eff_cont","y_prev","y_level","sd_level"
"Malawi","women_vitA","389","Rumphi","TA Chikulamayembe",-10.890318,33.755668,NA,"2016-02-01",2,10,10,10,10,10,0,-0.313528799632709,0.344421948848548
"Malawi","women_vitA","398","Blantyre","Blantyre City",-15.762764,35.076797,NA,"2015-12-09",12,7,7,7,7,7,0,-0.241926475854779,0.187839777069597
"Malawi","women_vitA","401","Phalombe","TA Mkhumba",-15.799683,35.646256,NA,"2015-12-12",12,9,9,9,9,9,0,-0.418098749287319,0.427355484965507
"Malawi","women_vitA","405","Rumphi","Rumphi Boma",-11.026453,33.862539,NA,"2016-01-27",1,9,9,9,9,9,0,-0.259439850114297,0.347459041711179
"Malawi","women_vitA","410","Machinga","TA Kawinga",-14.950212,35.547289,NA,"2016-01-13",1,8,8,8,8,8,0,-0.319204073386899,0.199066066872936
"Malawi","women_vitA","420","Mzimba","TA Mtwalo",-11.379743,33.801792,NA,"2016-01-11",1,12,12,12,12,12,0,-0.311913899382291,0.375361847704454
"Malawi","women_vitA","43","Chikwawa","TA Kasisi",-15.878002,34.824152,NA,"2016-02-01",2,6,6,6,6,6,0.166666666666667,-0.153469667388629,0.388114834177968
"Malawi","women_vitA","435","Mchinji","SC Mduwa",-13.666144,33.268038,NA,"2016-01-18",1,6,6,6,6,6,0,-0.3748129390733,0.339430837361122
"Malawi","women_vitA","444","Thyolo","SC Mbawela",-16.28729,35.203263,NA,"2016-01-11",1,11,11,11,11,11,0,-0.361290171111348,0.253436457463466
"Malawi","women_vitA","448","Nkhotakota","TA Mwadzama",-13.286441,34.30997,NA,"2016-01-19",1,9,9,9,9,9,0,-0.263471698512446,0.296906207673979
"Malawi","women_vitA","459","Karonga","TA Kilupula",-9.705209,33.894951,NA,"2015-12-14",12,6,6,6,6,6,0,-0.492571190190104,0.222232220399536
"Malawi","women_vitA","461","Chitipa","TA Mwenewenya",-10.038388,33.583143,NA,"2016-01-25",1,7,7,7,7,7,0,-0.414492819155804,0.21489074989382
"Malawi","women_vitA","464","Mzimba","TA M'Mbelwa",-12.327912,33.421892,NA,"2016-02-11",2,8,8,8,8,8,0,-0.465082908883476,0.254067067497715
"Malawi","women_vitA","468","Phalombe","TA Mkhumba",-15.829211,35.585935,NA,"2016-01-29",1,10,10,10,10,10,0,-0.409021023261584,0.255624890165638
"Malawi","women_vitA","497","Rumphi","SC Chapinduka",-10.888588,34.194431,NA,"2016-01-29",1,8,8,8,8,8,0,-0.426944215685384,0.0418000962410584
"Malawi","women_vitA","498","Dowa","SC Mponela",-13.583471,33.776254,NA,"2016-02-09",2,10,10,10,10,10,0,-0.310216545064055,0.243774667861618
"Malawi","women_vitA","5","Mchinji","TA Mlonyeni",-13.891912,33.000702,NA,"2016-01-26",1,9,9,9,9,9,0,-0.402704285806024,0.213495814593395
"Malawi","women_vitA","503","Thyolo","TA Bvumbwe",-16.008131,35.025197,NA,"2016-02-07",2,15,15,15,15,15,0.0666666666666667,-0.356724108629261,0.420374327007372
"Malawi","women_vitA","505","Chikwawa","TA Lundu",-16.167037,34.859233,NA,"2016-02-04",2,20,20,20,20,20,0,-0.24467342681022,0.235241398222221
"Malawi","women_vitA","507","Karonga","TA Kyungu",-9.912457,33.926073,NA,"2016-01-19",1,7,7,7,7,7,0,-0.193450843615905,0.263061658718992
"Malawi","women_vitA","511","Dedza","TA Tambala",-14.080039,34.245132,NA,"2016-02-11",2,10,10,10,10,10,0.1,-0.134507241104292,0.369338981719445
"Malawi","women_vitA","517","Lilongwe","TA Chiseka",-14.095607,33.602099,NA,"2015-12-19",12,9,9,9,9,9,0,-0.428884728357518,0.302273808450997
"Malawi","women_vitA","531","Nkhata Bay","SC Malanda",-11.840946,34.158545,NA,"2016-02-02",2,5,5,5,5,5,0,-0.426089827220808,0.277517546526219
"Malawi","women_vitA","571","Nkhata Bay","TA Fukamapiri",-11.915336,34.041498,NA,"2016-02-07",2,5,5,5,5,5,0,-0.327770882657829,0.217885426731729
"Malawi","women_vitA","58","Nsanje","TA Ndamera",-17.084169,35.193611,NA,"2016-01-29",1,6,6,6,6,6,0,-0.206724590005694,0.364244965717633
"Malawi","women_vitA","593","Chiradzulu","TA Kadewere",-15.711575,35.262632,NA,"2016-02-11",2,9,9,9,9,9,0,-0.304766397051237,0.217729898900263
"Malawi","women_vitA","6","Mzimba","TA Chindi",-11.355628,33.380949,NA,"2015-12-19",12,9,9,9,9,9,0,-0.534733097125918,0.235167340512386
"Malawi","women_vitA","601","Ntcheu","SC Makwangwala",-14.768256,34.744101,NA,"2016-02-02",2,11,11,11,11,11,0,-0.343846007345827,0.330318730202397
"Malawi","women_vitA","607","Nkhotakota","TA Kanyenda",-12.460592,34.053205,NA,"2016-01-13",1,9,9,9,9,9,0,-0.437848661426466,0.26252342651986
"Malawi","women_vitA","64","Zomba","TA Malemia",-15.277248,35.413168,NA,"2016-01-20",1,12,12,12,12,12,0,-0.0265359085575538,0.33886322255097
"Malawi","women_vitA","641","Nkhata Bay","TA Musisya",-11.232238,34.205223,NA,"2015-12-22",12,4,4,4,4,4,0,-0.593437027003801,0.608572338951399
"Malawi","women_vitA","665","Ntchisi","SC Chilooko",-13.087539,33.862751,NA,"2016-02-03",2,7,7,7,7,7,0,-0.321884521169834,0.337005851505987
"Malawi","women_vitA","670","Dowa","SC Mkukula",-13.721499,33.82734,NA,"2016-02-04",2,11,11,11,11,11,0,-0.217918827409158,0.177043497163246
"Malawi","women_vitA","676","Mzimba","Mzimba Boma",-11.910534,33.586952,NA,"2016-02-14",2,8,8,8,8,8,0,-0.277165827551378,0.240083960349505
"Malawi","women_vitA","704","Thyolo","TA Nchilamwela",-16.073277,35.189154,NA,"2016-01-21",1,2,2,2,2,2,0,-0.308429956193913,0.633132131438733
"Malawi","women_vitA","720","Mwanza","Majete Game Reserve - Mwanza",-15.777152,34.58384,NA,"2016-01-18",1,11,11,11,11,11,0,-0.249844252844453,0.294473514777346
"Malawi","women_vitA","736","Mchinji","SC Dambe",-13.604173,33.182008,NA,"2016-01-14",1,12,12,12,12,12,0.0833333333333333,-0.172490509089604,0.433956619393363
"Malawi","women_vitA","74","Mwanza","TA Nthache",-15.730273,34.401844,NA,"2016-01-16",1,10,10,10,10,10,0.1,-0.230455103380794,0.44182407187491
"Malawi","women_vitA","743","Balaka","TA Kalembo",-14.840779,35.274274,NA,"2015-12-12",12,5,5,5,5,5,0,-0.456268632848057,0.284781550102876
"Malawi","women_vitA","772","Kasungu","TA Santhe",-13.386622,33.302506,NA,"2016-01-12",1,10,10,10,10,10,0.1,-0.285882085018954,0.387641282919732
"Malawi","women_vitA","777","Lilongwe","Lilongwe City",-14.018083,33.77389,NA,"2016-01-20",1,4,4,4,4,4,0.25,0.0382501228868685,0.517468993615247
"Malawi","women_vitA","780","Rumphi","SC Mwankhunikira",-10.983559,34.062177,NA,"2016-02-01",2,7,7,7,7,7,0,-0.50278376653158,0.252380697642168
"Malawi","women_vitA","782","Neno","TA Ngozi",-15.36742,34.658742,NA,"2015-12-19",12,9,9,9,9,9,0,-0.63476768752116,0.353629304101376
"Malawi","women_vitA","813","Chitipa","TA Mwenemisuku",-9.637926,33.510705,NA,"2015-12-20",12,4,4,4,4,4,0,-0.337189035245277,0.27297832255352
"Malawi","women_vitA","817","Chitipa","TA Mwenemisuku",-9.702921,33.422587,NA,"2016-01-22",1,9,9,9,9,9,0,-0.419302575477196,0.248729620493877
"Malawi","women_vitA","822","Kasungu","TA Mwase",-12.927273,33.409728,NA,"2015-12-18",12,7,7,7,7,7,0,-0.502087144577953,0.232104496666922
"Malawi","women_vitA","825","Salima","TA Khombedza",-13.677138,34.225683,NA,"2016-01-26",1,3,3,3,3,3,0,0.0687621447492623,0.233095875247002
"Malawi","women_vitA","827","Nkhotakota","Nkhotakota Boma",-12.9387742,34.29413447,NA,"2016-01-18",1,6,6,6,6,6,0,-0.221229904674481,0.257297242908729
"Malawi","women_vitA","829","Dedza","TA Pemba",-14.376875,34.044475,NA,"2016-02-13",2,16,16,16,16,16,0,-0.305453161227148,0.357348587703535
"Malawi","women_vitA","830","Karonga","TA Kyungu",-10.13705,33.949382,NA,"2016-02-15",2,7,7,7,7,7,0,-0.361908980680372,0.505930341388944
"Malawi","women_vitA","832","Ntcheu","SC Goodson Ganya",-14.706152,34.756621,NA,"2016-01-31",1,11,11,11,11,11,0,-0.264653812186441,0.266307989836469
"Malawi","women_vitA","836","Dowa","SC Kayembe",-13.4922,33.47325,NA,"2016-02-06",2,7,7,7,7,7,0,-0.448126714762114,0.310905055424545
"Malawi","women_vitA","842","Zomba","SC Mbiza",-15.553532,35.286338,NA,"2016-01-23",1,8,8,8,8,8,0.125,-0.196524094591376,0.284746502242381
"Malawi","women_vitA","86","Chitipa","Nyika N.P. - Chitipa",-10.455422,33.66179,NA,"2016-01-16",1,4,4,4,4,4,0,-0.219875813600106,0.118545987747193
"Malawi","women_vitA","96","Mulanje","TA Mabuka",-16.079989,35.422405,NA,"2016-02-03",2,11,11,11,11,11,0,-0.535516584107621,0.377672720853702
"Malawi","child_iron","101","Rumphi","SC Kachulu",-10.595395,34.096022,NA,"2016-02-05",2,9,9,9,9,9,0.666666666666667,-2.39704361995375,0.839122156514068
"Malawi","child_iron","114","Rumphi","Rumphi Boma",-11.024879,33.8439,NA,"2016-01-25",1,10,10,10,10,10,0.5,-2.68290067243354,0.879346291472526
"Malawi","child_iron","136","Ntchisi","SC Nthondo",-13.240763,34.022746,NA,"2015-12-21",12,17,17,17,17,17,0.117647058823529,-3.48342630289673,0.676463688998044
"Malawi","child_iron","140","Chitipa","TA Mwabulambya",-9.515626,33.331837,NA,"2015-12-12",12,7,7,7,7,7,0.142857142857143,-3.39857440345345,0.738239474409031
"Malawi","child_iron","145","Blantyre","TA Kuntaja",-15.589053,34.903272,NA,"2015-12-08",12,2,2,2,2,2,0,-2.66310026792057,0.18184880656605
"Malawi","child_iron","150","Ntchisi","TA Kalumo",-13.325075,33.903215,NA,"2015-12-12",12,12,12,12,12,12,0.0833333333333333,-3.61355225086068,0.792737696630815
"Malawi","child_iron","16","Nsanje","Nsanje Boma",-16.925869,35.259417,NA,"2016-01-24",1,4,4,4,4,4,0.5,-2.83285647031985,1.02866678487442
"Malawi","child_iron","162","Chitipa","Chitipa Boma",-9.694077,33.266921,NA,"2016-02-15",2,5,5,5,5,5,0.6,-2.54052646641905,0.954383917872101
"Malawi","child_iron","170","Salima","TA Maganga",-13.831091,34.565592,NA,"2016-01-11",1,12,12,12,12,12,0.0833333333333333,-3.47432268790173,0.606022011366039
"Malawi","child_iron","178","Karonga","TA Wasambo",-10.555269,34.181315,NA,"2016-02-12",2,15,15,15,15,15,0.133333333333333,-3.0164148402337,0.572246734415336
"Malawi","child_iron","18","Mzimba","TA Chindi",-11.488252,33.536393,NA,"2015-12-15",12,12,12,12,12,12,0.333333333333333,-2.97160201305074,1.06490806976944
"Malawi","child_iron","185","Nkhata Bay","TA Kabunduli",-11.601547,33.975359,NA,"2015-12-13",12,17,17,17,17,17,0.176470588235294,-3.26459601201505,0.752216726802898
"Malawi","child_iron","190","Blantyre","Blantyre City",-15.84255,35.07702,NA,"2016-01-13",1,3,3,3,3,3,0.333333333333333,-2.91060839771484,1.2094883406707
"Malawi","child_iron","192","Salima","TA Karonga",-13.76226,34.448408,NA,"2016-01-30",1,7,7,7,7,7,0.142857142857143,-3.44335334468903,0.946126952083885
"Malawi","child_iron","193","Chiradzulu","TA Nchema",-15.579211,35.230572,NA,"2016-02-13",2,13,13,13,13,13,0.153846153846154,-3.42910801034745,0.74753462547072
"Malawi","child_iron","194","Mulanje","TA Mabuka",-16.116085,35.576128,NA,"2016-02-01",2,7,7,7,7,7,0.142857142857143,-3.2387683593231,0.576821749907525
"Malawi","child_iron","195","Neno","TA Ngozi",-15.394406,34.654953,NA,"2015-12-21",12,8,8,8,8,8,0.25,-2.99776949950478,0.844693538355205
"Malawi","child_iron","200","Nsanje","SC Mbenje",-16.535239,35.017915,NA,"2016-01-25",1,16,16,16,16,16,0.3125,-2.85242247756276,0.495776528847825
"Malawi","child_iron","205","Nkhata Bay","TA Timbiri",-11.561003,34.130245,NA,"2016-01-16",1,12,12,12,12,12,0,-3.79234902280924,0.622277376970153
"Malawi","child_iron","209","Salima","SC Kambwiri",-13.939307,34.351485,NA,"2016-01-28",1,13,13,13,13,13,0.0769230769230769,-3.4721457944544,0.506744196746409
"Malawi","child_iron","218","Zomba","TA Malemia",-15.33343,35.393138,NA,"2016-01-16",1,20,20,20,20,20,0.3,-3.21569492415257,1.0833010864226
"Malawi","child_iron","219","Nkhotakota","TA Malenga Chanzi",-12.926376,34.24465,NA,"2016-01-15",1,9,9,9,9,9,0.222222222222222,-2.99947873168324,0.700004936724042
"Malawi","child_iron","223","Kasungu","TA Kaluluma",-12.61724,33.527656,NA,"2015-12-16",12,8,8,8,8,8,0.125,-3.08450988874275,0.777635191227824
"Malawi","child_iron","227","Nkhata Bay","TA Timbiri",-11.62631,34.309163,NA,"2016-02-04",2,6,6,6,6,6,0.166666666666667,-3.00171855676564,0.631472663521052
"Malawi","child_iron","23","Mangochi","TA Nankumba",-14.2194,35.03196,NA,"2016-01-11",1,17,17,17,17,17,0.117647058823529,-3.22584691249886,0.692370951706087
"Malawi","child_iron","232","Chiradzulu","TA Mpama",-15.672944,35.168972,NA,"2016-02-09",2,6,6,6,6,6,0.166666666666667,-3.014268095481,0.738188478159195
"Malawi","child_iron","234","Mangochi","TA Mponda",-14.499113,35.238288,NA,"2015-12-24",12,7,7,7,7,7,0.285714285714286,-2.80937973468252,0.868404811866658
"Malawi","child_iron","238","Dowa","TA Dzoole",-13.558987,33.692654,NA,"2016-02-11",2,3,3,3,3,3,0,-3.64876911371453,0.580873170483248
"Malawi","child_iron","240","Ntcheu","TA Phambala",-14.985556,34.812621,NA,"2016-02-07",2,13,13,13,13,13,0.0769230769230769,-3.25904054718722,0.751649794257503
"Malawi","child_iron","242","Rumphi","TA Chikulamayembe",-10.997424,33.756492,NA,"2016-02-03",2,10,10,10,10,10,0.3,-2.9182787073544,0.909077116747823
"Malawi","child_iron","245","Dedza","TA Kaphuka",-14.161537,34.103118,NA,"2016-01-21",1,10,10,10,10,10,0.1,-3.31334674430564,0.833172789258553
"Malawi","child_iron","253","Phalombe","TA Mkhumba",-15.589167,35.580363,NA,"2016-01-26",1,20,20,20,20,20,0.4,-2.67114770346294,0.801515133494535
"Malawi","child_iron","270","Mzimba","TA Mabulabo",-12.6706745,33.63307452,NA,"2016-02-15",2,18,18,18,18,18,0.0555555555555556,-3.51054452541655,0.662846560844459
"Malawi","child_iron","271","Mchinji","TA Zulu",-13.789041,33.062838,NA,"2016-01-29",1,12,12,12,12,12,0.166666666666667,-3.12981465706577,0.795416411285933
"Malawi","child_iron","276","Mulanje","SC Juma",-15.773532,35.313075,NA,"2015-12-15",12,14,14,14,14,14,0.285714285714286,-2.88002870827283,0.805004697977869
"Malawi","child_iron","282","Neno","TA Symon",-15.357777,34.847055,NA,"2016-02-11",2,7,7,7,7,7,0.285714285714286,-2.87592237231141,0.603587957602915
"Malawi","child_iron","294","Lilongwe","TA Khongoni",-13.84457,33.416591,NA,"2015-12-12",12,8,8,8,8,8,0,-3.33269199967568,0.559742847045914
"Malawi","child_iron","303","Balaka","TA Nsamala",-15.131348,34.988559,NA,"2015-12-15",12,6,6,6,6,6,0.333333333333333,-2.83711643897698,0.7208551201042
"Malawi","child_iron","309","Karonga","Karonga Town",-9.943894,33.870706,NA,"2016-02-09",2,11,11,11,11,11,0.0909090909090909,-3.16731062308137,0.552134953342334
"Malawi","child_iron","315","Kasungu","SC Kawamba",-13.22161,33.319757,NA,"2016-01-23",1,14,14,14,14,14,0.285714285714286,-2.98107698108308,0.92999949275237
"Malawi","child_iron","342","Nkhata Bay","TA Timbiri",-11.665269,34.259462,NA,"2016-01-22",1,14,14,14,14,14,0.0714285714285714,-3.38753955794463,0.897684710604217
"Malawi","child_iron","344","Mangochi","SC Chowe",-14.744133,35.44785,NA,"2015-12-19",12,10,10,10,10,10,0.3,-2.93441577183743,0.562152249559332
"Malawi","child_iron","361","Karonga","TA Kilupula",-9.769701,33.857402,NA,"2015-12-18",12,7,7,7,7,7,0,-3.37161347142361,0.431435420132188
"Malawi","child_iron","369","Lilongwe","TA Kabudula",-13.745669,33.466422,NA,"2015-12-17",12,8,8,8,8,8,0.25,-2.81242804779473,0.589184575418291
"Malawi","child_iron","37","Mzimba","Mzuzu City",-11.436618,34.022728,NA,"2016-01-19",1,3,3,3,3,3,0.666666666666667,-2.29779509808103,0.383268369480811
"Malawi","child_iron","377","Ntcheu","TA Njolomole",-14.702695,34.624724,NA,"2016-02-04",2,15,15,15,15,15,0.2,-3.40422991066294,0.921438502274406
"Malawi","child_iron","387","Mzimba","Mzuzu City",-11.430109,34.021246,NA,"2016-01-15",1,7,7,7,7,7,0.285714285714286,-3.05142687596488,0.762308878534619
"Malawi","child_iron","388","Karonga","TA Kyungu",-9.89023,33.88321,NA,"2016-01-12",1,11,11,11,11,11,0.272727272727273,-2.98565234529889,0.619042718401501
"Malawi","child_iron","389","Rumphi","TA Chikulamayembe",-10.890318,33.755668,NA,"2016-02-01",2,17,17,17,17,17,0.411764705882353,-2.60241007039217,0.817590533603278
"Malawi","child_iron","398","Blantyre","Blantyre City",-15.762764,35.076797,NA,"2015-12-09",12,6,6,6,6,6,0.5,-2.70709613685485,0.717317054195417
"Malawi","child_iron","401","Phalombe","TA Mkhumba",-15.799683,35.646256,NA,"2015-12-12",12,8,8,8,8,8,0,-3.58582697236014,0.647555472934873
"Malawi","child_iron","405","Rumphi","Rumphi Boma",-11.026453,33.862539,NA,"2016-01-27",1,7,7,7,7,7,0.285714285714286,-2.50308327319121,1.06994956138635
"Malawi","child_iron","410","Machinga","TA Kawinga",-14.950212,35.547289,NA,"2016-01-13",1,18,18,18,18,18,0.222222222222222,-3.09564604117374,0.719800718474148
"Malawi","child_iron","420","Mzimba","TA Mtwalo",-11.379743,33.801792,NA,"2016-01-11",1,14,14,14,14,14,0.214285714285714,-3.08825280341003,0.756263068453976
"Malawi","child_iron","43","Chikwawa","TA Kasisi",-15.878002,34.824152,NA,"2016-02-01",2,9,9,9,9,9,0.111111111111111,-3.33604907314633,0.624853247132681
"Malawi","child_iron","435","Mchinji","SC Mduwa",-13.666144,33.268038,NA,"2016-01-18",1,14,14,14,14,14,0.0714285714285714,-3.43501875111582,0.629588996511321
"Malawi","child_iron","444","Thyolo","SC Mbawela",-16.28729,35.203263,NA,"2016-01-11",1,11,11,11,11,11,0.181818181818182,-3.12728702326312,0.833030316413862
"Malawi","child_iron","448","Nkhotakota","TA Mwadzama",-13.286441,34.30997,NA,"2016-01-19",1,19,19,19,19,19,0.315789473684211,-3.00115482670327,0.957999976622917
"Malawi","child_iron","459","Karonga","TA Kilupula",-9.705209,33.894951,NA,"2015-12-14",12,12,12,12,12,12,0.25,-3.0370775124629,0.569412792385129
"Malawi","child_iron","461","Chitipa","TA Mwenewenya",-10.038388,33.583143,NA,"2016-01-25",1,15,15,15,15,15,0.266666666666667,-2.95799232117457,0.760189323702752
"Malawi","child_iron","464","Mzimba","TA M'Mbelwa",-12.327912,33.421892,NA,"2016-02-11",2,19,19,19,19,19,0.315789473684211,-2.89930550251742,0.735847908220383
"Malawi","child_iron","468","Phalombe","TA Mkhumba",-15.829211,35.585935,NA,"2016-01-29",1,7,7,7,7,7,0.428571428571429,-2.67673396046027,0.735322228980071
"Malawi","child_iron","497","Rumphi","SC Chapinduka",-10.888588,34.194431,NA,"2016-01-29",1,11,11,11,11,11,0.363636363636364,-2.67593655754281,0.88542475786327
"Malawi","child_iron","498","Dowa","SC Mponela",-13.583471,33.776254,NA,"2016-02-09",2,7,7,7,7,7,0.142857142857143,-3.26584508425252,0.758415561059956
"Malawi","child_iron","5","Mchinji","TA Mlonyeni",-13.891912,33.000702,NA,"2016-01-26",1,12,12,12,12,12,0.166666666666667,-3.40888526129961,0.827760948950195
"Malawi","child_iron","503","Thyolo","TA Bvumbwe",-16.008131,35.025197,NA,"2016-02-07",2,11,11,11,11,11,0.181818181818182,-3.31329073892485,0.763995494261874
"Malawi","child_iron","505","Chikwawa","TA Lundu",-16.167037,34.859233,NA,"2016-02-04",2,16,16,16,16,16,0.5,-2.47438778521515,0.577541442643473
"Malawi","child_iron","507","Karonga","TA Kyungu",-9.912457,33.926073,NA,"2016-01-19",1,14,14,14,14,14,0.142857142857143,-2.99801369742727,0.637466280448214
"Malawi","child_iron","511","Dedza","TA Tambala",-14.080039,34.245132,NA,"2016-02-11",2,18,18,18,18,18,0.0555555555555556,-3.82064628903155,0.642498113606999
"Malawi","child_iron","517","Lilongwe","TA Chiseka",-14.095607,33.602099,NA,"2015-12-19",12,13,13,13,13,13,0,-3.49378563240614,0.595851728701883
"Malawi","child_iron","531","Nkhata Bay","SC Malanda",-11.840946,34.158545,NA,"2016-02-02",2,7,7,7,7,7,0.142857142857143,-3.4353667014178,0.721138948135479
"Malawi","child_iron","571","Nkhata Bay","TA Fukamapiri",-11.915336,34.041498,NA,"2016-02-07",2,12,12,12,12,12,0,-3.92622327103687,0.359276153898086
"Malawi","child_iron","58","Nsanje","TA Ndamera",-17.084169,35.193611,NA,"2016-01-29",1,10,10,10,10,10,0.1,-3.22890691267272,0.722510301624617
"Malawi","child_iron","593","Chiradzulu","TA Kadewere",-15.711575,35.262632,NA,"2016-02-11",2,16,16,16,16,16,0.1875,-3.26467867773292,0.721959810797592
"Malawi","child_iron","6","Mzimba","TA Chindi",-11.355628,33.380949,NA,"2015-12-19",12,13,13,13,13,13,0.230769230769231,-2.88928805206024,0.762875092010632
"Malawi","child_iron","601","Ntcheu","SC Makwangwala",-14.768256,34.744101,NA,"2016-02-02",2,13,13,13,13,13,0.307692307692308,-2.79236848926564,0.856946775939191
"Malawi","child_iron","607","Nkhotakota","TA Kanyenda",-12.460592,34.053205,NA,"2016-01-13",1,15,15,15,15,15,0.133333333333333,-3.52518108009517,0.747196951178904
"Malawi","child_iron","64","Zomba","TA Malemia",-15.277248,35.413168,NA,"2016-01-20",1,26,26,26,26,26,0.153846153846154,-3.35393531476648,0.56692204496177
"Malawi","child_iron","641","Nkhata Bay","TA Musisya",-11.232238,34.205223,NA,"2015-12-22",12,13,13,13,13,13,0.153846153846154,-3.26735159586135,0.755455572253113
"Malawi","child_iron","665","Ntchisi","SC Chilooko",-13.087539,33.862751,NA,"2016-02-03",2,10,10,10,10,10,0.2,-3.35712644697085,0.756231779130167
"Malawi","child_iron","670","Dowa","SC Mkukula",-13.721499,33.82734,NA,"2016-02-04",2,9,9,9,9,9,0.111111111111111,-3.65644958037851,0.739885689404994
"Malawi","child_iron","676","Mzimba","Mzimba Boma",-11.910534,33.586952,NA,"2016-02-14",2,6,6,6,6,6,0.333333333333333,-2.83320421535129,0.890745808221068
"Malawi","child_iron","704","Thyolo","TA Nchilamwela",-16.073277,35.189154,NA,"2016-01-21",1,1,1,1,1,1,0,-3.46274575414097,NA
"Malawi","child_iron","720","Mwanza","Majete Game Reserve - Mwanza",-15.777152,34.58384,NA,"2016-01-18",1,11,11,11,11,11,0.0909090909090909,-3.51252619518963,0.747480897885757
"Malawi","child_iron","736","Mchinji","SC Dambe",-13.604173,33.182008,NA,"2016-01-14",1,21,21,21,21,21,0.19047619047619,-3.06821615908608,0.659509691705024
"Malawi","child_iron","74","Mwanza","TA Nthache",-15.730273,34.401844,NA,"2016-01-16",1,5,5,5,5,5,0,-3.49025226268422,0.560110743254373
"Malawi","child_iron","743","Balaka","TA Kalembo",-14.840779,35.274274,NA,"2015-12-12",12,7,7,7,7,7,0.571428571428571,-2.33156108033117,0.68135087204129
"Malawi","child_iron","772","Kasungu","TA Santhe",-13.386622,33.302506,NA,"2016-01-12",1,10,10,10,10,10,0.2,-3.281684284649,0.679924293703787
"Malawi","child_iron","777","Lilongwe","Lilongwe City",-14.018083,33.77389,NA,"2016-01-20",1,10,10,10,10,10,0.6,-2.28900543748241,0.76062382022909
"Malawi","child_iron","780","Rumphi","SC Mwankhunikira",-10.983559,34.062177,NA,"2016-02-01",2,5,5,5,5,5,0.2,-3.19683465182115,0.684429271295183
"Malawi","child_iron","782","Neno","TA Ngozi",-15.36742,34.658742,NA,"2015-12-19",12,8,8,8,8,8,0.5,-2.7720599577458,0.893926409512449
"Malawi","child_iron","813","Chitipa","TA Mwenemisuku",-9.637926,33.510705,NA,"2015-12-20",12,7,7,7,7,7,0,-3.42757625320375,0.547203412740667
"Malawi","child_iron","817","Chitipa","TA Mwenemisuku",-9.702921,33.422587,NA,"2016-01-22",1,9,9,9,9,9,0.111111111111111,-2.94594409198177,0.393338851745011
"Malawi","child_iron","822","Kasungu","TA Mwase",-12.927273,33.409728,NA,"2015-12-18",12,9,9,9,9,9,0.111111111111111,-3.31533299500104,0.798831533674312
"Malawi","child_iron","825","Salima","TA Khombedza",-13.677138,34.225683,NA,"2016-01-26",1,11,11,11,11,11,0.181818181818182,-3.26058506990781,0.81452693900731
"Malawi","child_iron","827","Nkhotakota","Nkhotakota Boma",-12.9387742,34.29413447,NA,"2016-01-18",1,6,6,6,6,6,0.166666666666667,-3.15381007288489,0.709756162944483
"Malawi","child_iron","829","Dedza","TA Pemba",-14.376875,34.044475,NA,"2016-02-13",2,32,32,32,32,32,0,-3.52114567137361,0.429932018011006
"Malawi","child_iron","830","Karonga","TA Kyungu",-10.13705,33.949382,NA,"2016-02-15",2,18,18,18,18,18,0.222222222222222,-2.99379033834737,0.669157723390411
"Malawi","child_iron","832","Ntcheu","SC Goodson Ganya",-14.706152,34.756621,NA,"2016-01-31",1,13,13,13,13,13,0.153846153846154,-3.20857977751952,0.899000936123007
"Malawi","child_iron","836","Dowa","SC Kayembe",-13.4922,33.47325,NA,"2016-02-06",2,8,8,8,8,8,0.125,-3.00251529906271,0.43953443759997
"Malawi","child_iron","842","Zomba","SC Mbiza",-15.553532,35.286338,NA,"2016-01-23",1,14,14,14,14,14,0,-3.62129881478157,0.603590423639828
"Malawi","child_iron","86","Chitipa","Nyika N.P. - Chitipa",-10.455422,33.66179,NA,"2016-01-16",1,10,10,10,10,10,0.1,-3.06488465080509,0.671245938049841
"Malawi","child_iron","96","Mulanje","TA Mabuka",-16.079989,35.422405,NA,"2016-02-03",2,11,11,11,11,11,0.272727272727273,-3.22804654820644,0.989350371954828
"Malawi","women_iron","101","Rumphi","SC Kachulu",-10.595395,34.096022,NA,"2016-02-05",2,6,6,6,6,6,0.5,-3.0780891749389,0.885712491605847
"Malawi","women_iron","114","Rumphi","Rumphi Boma",-11.024879,33.8439,NA,"2016-01-25",1,8,8,8,8,8,0.375,-2.97427068377203,0.94033759799182
"Malawi","women_iron","136","Ntchisi","SC Nthondo",-13.240763,34.022746,NA,"2015-12-21",12,8,8,8,8,8,0,-3.38724819429338,0.406429409513965
"Malawi","women_iron","140","Chitipa","TA Mwabulambya",-9.515626,33.331837,NA,"2015-12-12",12,14,14,14,14,14,0.285714285714286,-3.5919695617192,0.900333030063513
"Malawi","women_iron","145","Blantyre","TA Kuntaja",-15.589053,34.903272,NA,"2015-12-08",12,2,2,2,2,2,0.5,-2.7772006776282,0.45450766159897
"Malawi","women_iron","150","Ntchisi","TA Kalumo",-13.325075,33.903215,NA,"2015-12-12",12,4,4,4,4,4,0,-4.27706760821181,0.497220113813543
"Malawi","women_iron","16","Nsanje","Nsanje Boma",-16.925869,35.259417,NA,"2016-01-24",1,6,6,6,6,6,0.333333333333333,-3.21042235918587,0.596758384251836
